0	0	250	30
0	0	300	90
0	0	350	90
0	0	400	90
0	0	450	90
0	0	500	90
0	0	550	90
0	0	600	90
0	0	650	90
0	0	700	90
0	0	750	90
0	0	800	90
0	0	850	90
0	0	900	90
0	0	950	90
0	0	1000	90
0	0	1050	90
0	0	1100	90
0	0	1150	90
0	0	1200	90
0	0	1250	90
-100	0	250	30
-100	0	300	90
-100	0	350	90
-100	0	400	90
-100	0	450	90
-100	0	500	90
-100	0	550	90
-100	0	600	90
-100	0	650	90
-100	0	700	90
-100	0	750	90
-100	0	800	90
-100	0	850	90
-100	0	900	90
-100	0	950	90
-100	0	1000	90
-100	0	1050	90
-100	0	1100	90
-100	0	1150	90
-100	0	1200	90
-100	0	1250	90
100	0	250	30
100	0	300	90
100	0	350	90
100	0	400	90
100	0	450	90
100	0	500	90
100	0	550	90
100	0	600	90
100	0	650	90
100	0	700	90
100	0	750	90
100	0	800	90
100	0	850	90
100	0	900	90
100	0	950	90
100	0	1000	90
100	0	1050	90
100	0	1100	90
100	0	1150	90
100	0	1200	90
100	0	1250	90
0	0	250	30
